Product Name,Price,Rating,Reviews,Original_Price,Price_Difference,Out_of_Stock,Brand,Sponsored,Delivery_Mumbai,Delivery_Delhi,Price_Quartile
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,1129,4.1,0,1354.8,225.79999999999995,0,NKKL,Organic,5,1,High
"GUGGU Rechargeable Lint Remover, Fabric Shaver for Clot...",366,4.1,0,439.2,73.19999999999999,0,GUGGU,Organic,3,3,Mid-Low
"GUGGU Rechargeable Lint Remover, Fabric Shaver for Clot...",999,4.1,0,1198.8,199.79999999999995,0,GUGGU,Sponsored,5,3,Mid-High
"POXEFLIP Fabric Shaver, Electric Lint Remover, USB Rech...",382,4.1,0,458.4,76.39999999999998,0,POXEFLIP,Organic,2,3,Mid-Low
"POXEFLIP Fabric Shaver, Electric Lint Remover, USB Rech...",999,4.1,0,1198.8,199.79999999999995,0,POXEFLIP,Sponsored,2,3,Mid-High
Flipkart SmartBuy New Nova Lint Remover Fabric Shaver F...,276,3.9,0,331.2,55.19999999999999,0,Flipkart,Organic,3,4,Low
Flipkart SmartBuy New Nova Lint Remover Fabric Shaver F...,699,3.9,0,838.8,139.79999999999995,1,Flipkart,Organic,3,4,Mid-High
"US1984 Fabric Shaver, Lint Remover for all Clothes, Ele...",521,3.9,0,625.1999999999999,104.19999999999993,0,US1984,Organic,1,4,Mid-Low
"US1984 Fabric Shaver, Lint Remover for all Clothes, Ele...",1298,3.9,0,1557.6,259.5999999999999,0,US1984,Organic,1,2,High
US1984 Lint Remover with Safety Lock Protection for Rem...,373,3.9,0,447.59999999999997,74.59999999999997,0,US1984,Organic,2,5,Mid-Low
US1984 Lint Remover with Safety Lock Protection for Rem...,998,3.9,0,1197.6,199.5999999999999,0,US1984,Organic,1,4,Mid-High
Hespa Premium Wool Lint Remover | Rechargeable & Easy t...,398,3.9,0,477.59999999999997,79.59999999999997,0,Hespa,Organic,5,2,Mid-Low
Hespa Premium Wool Lint Remover | Rechargeable & Easy t...,999,3.9,0,1198.8,199.79999999999995,0,Hespa,Organic,2,1,Mid-High
InstaCuppa Rechargeable Lint Remover with Adjustable Sp...,359,1.8,0,430.8,71.80000000000001,0,InstaCuppa,Organic,4,4,Mid-Low
InstaCuppa Rechargeable Lint Remover with Adjustable Sp...,1499,1.8,0,1798.8,299.79999999999995,0,InstaCuppa,Organic,3,3,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,4,4,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,1,NKKL,Organic,4,2,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,2,1,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,3,1,Mid-High
SS Store Nova Electric Lint Remover Sharp Blades Lint R...,349,1.8,0,418.8,69.80000000000001,1,SS,Organic,3,5,Low
SS Store Nova Electric Lint Remover Sharp Blades Lint R...,1499,1.8,0,1798.8,299.79999999999995,0,SS,Organic,1,3,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,4,3,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Sponsored,5,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,1,NKKL,Organic,2,4,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Sponsored,2,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,4,5,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,2,2,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,2,1,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,3,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,5,5,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,1,1,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Sponsored,2,1,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,1,1,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,1,NKKL,Sponsored,5,4,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,1,NKKL,Sponsored,5,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,2,3,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,1,1,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",351,1.8,0,421.2,70.19999999999999,0,NKKL,Organic,5,5,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,2,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",342,1.8,0,410.4,68.39999999999998,0,NKKL,Organic,5,2,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,0,NKKL,Organic,3,2,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",341,1.8,0,409.2,68.19999999999999,0,NKKL,Organic,1,4,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,1.8,0,1078.8,179.79999999999995,1,NKKL,Organic,1,3,Mid-High
"BLAPOXE Electric Lint Remover, USB Rechargeable Fabric ...",386,1.8,0,463.2,77.19999999999999,0,BLAPOXE,Organic,1,4,Mid-Low
"BLAPOXE Electric Lint Remover, USB Rechargeable Fabric ...",999,1.8,0,1198.8,199.79999999999995,0,BLAPOXE,Organic,5,4,Mid-High
NKPR New Lint Remover/Fabric Shaver Rechargeable For Cl...,331,2.3,0,397.2,66.19999999999999,0,NKPR,Sponsored,1,5,Low
NKPR New Lint Remover/Fabric Shaver Rechargeable For Cl...,1199,2.3,0,1438.8,239.79999999999995,1,NKPR,Organic,4,2,High
NKPR New Lint Remover/Fabric Shaver Rechargeable For Cl...,358,3.6,0,429.59999999999997,71.59999999999997,1,NKPR,Organic,4,1,Mid-Low
NKPR New Lint Remover/Fabric Shaver Rechargeable For Cl...,1199,3.6,0,1438.8,239.79999999999995,0,NKPR,Organic,5,2,High
Pick Ur Needs Rocklight Rechargeable Lint Remover Lint ...,586,4.1,0,703.1999999999999,117.19999999999993,0,Pick,Organic,3,5,Mid-High
Pick Ur Needs Rocklight Rechargeable Lint Remover Lint ...,1856,4.1,0,2227.2,371.1999999999998,0,Pick,Organic,5,1,High
"Aspro Rechargeable Lint Remover | Fabric Shaver, Lint R...",384,4.1,0,460.79999999999995,76.79999999999995,0,Aspro,Organic,4,5,Mid-Low
"Aspro Rechargeable Lint Remover | Fabric Shaver, Lint R...",1299,4.1,0,1558.8,259.79999999999995,1,Aspro,Organic,2,2,High
"US1984 Lint Remover, 6 Blades, Type-C Rechargeable, Fab...",444,4.1,0,532.8,88.79999999999995,0,US1984,Organic,1,1,Mid-Low
"US1984 Lint Remover, 6 Blades, Type-C Rechargeable, Fab...",1298,4.1,0,1557.6,259.5999999999999,1,US1984,Organic,2,4,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,1,NKKL,Organic,3,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,3,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",366,4.1,0,439.2,73.19999999999999,0,NKKL,Organic,3,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,4,4,Mid-High
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,365,4.1,0,438.0,73.0,1,NKKL,Organic,1,5,Mid-Low
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,1129,4.1,0,1354.8,225.79999999999995,0,NKKL,Organic,3,1,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,0,NKKL,Organic,2,4,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Sponsored,1,4,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,0,NKKL,Organic,1,1,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,4,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,1,NKKL,Organic,2,3,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,1,2,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",366,4.1,0,439.2,73.19999999999999,0,NKKL,Organic,2,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,4,1,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,0,NKKL,Organic,2,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,2,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",404,4.1,757,484.79999999999995,80.79999999999995,0,NKKL,Organic,5,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",300,4.5,53,360.0,60.0,0,NKKL,Organic,3,5,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",299,4.2,1074,358.8,59.80000000000001,0,NKKL,Organic,2,2,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",276,3.3,1,331.2,55.19999999999999,0,NKKL,Organic,5,5,Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",360,,0,432.0,72.0,0,NKKL,Organic,3,3,Mid-Low
DEAGAN Lint Remover for Clothes - Fabric Shaver Tint an...,283,4.8,0,339.59999999999997,56.599999999999966,0,DEAGAN,Organic,5,4,Low
DEAGAN Lint Remover for Clothes - Fabric Shaver Tint an...,699,4.8,0,838.8,139.79999999999995,0,DEAGAN,Sponsored,4,2,Mid-High
MAYSON Electric Lint Remover with Free 180 Sheet Lint R...,950,4.2,0,1140.0,190.0,0,MAYSON,Organic,2,4,Mid-High
MAYSON Electric Lint Remover with Free 180 Sheet Lint R...,2200,4.2,0,2640.0,440.0,1,MAYSON,Organic,2,1,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.2,0,438.0,73.0,1,NKKL,Organic,1,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.2,0,1078.8,179.79999999999995,0,NKKL,Organic,3,1,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.2,0,438.0,73.0,1,NKKL,Sponsored,4,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.2,0,1078.8,179.79999999999995,0,NKKL,Sponsored,3,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",370,4.2,0,444.0,74.0,0,NKKL,Sponsored,4,2,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.2,0,1078.8,179.79999999999995,1,NKKL,Organic,4,2,Mid-High
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,365,4.2,0,438.0,73.0,0,NKKL,Organic,2,2,Mid-Low
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,1129,4.2,0,1354.8,225.79999999999995,0,NKKL,Sponsored,4,1,High
VGR V-811 Professional Lint Roller,978,4.1,0,1173.6,195.5999999999999,0,VGR,Organic,1,3,Mid-High
VGR V-811 Professional Lint Roller,1799,4.1,0,2158.7999999999997,359.7999999999997,0,VGR,Organic,2,1,High
vivek NLR - 208 Lint Roller,298,4.1,0,357.59999999999997,59.599999999999966,0,vivek,Sponsored,3,4,Low
vivek NLR - 208 Lint Roller,799,4.1,0,958.8,159.79999999999995,0,vivek,Organic,4,2,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",370,4.1,0,444.0,74.0,1,NKKL,Organic,3,3,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Sponsored,3,4,Mid-High
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,365,4.1,0,438.0,73.0,0,NKKL,Organic,1,5,Mid-Low
NKKL Rechargeable Lint Remover/Fabric Shaver For Clothe...,1129,4.1,0,1354.8,225.79999999999995,0,NKKL,Organic,3,1,High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,1,NKKL,Organic,5,1,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Organic,5,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,0,NKKL,Organic,5,3,Mid-Low
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",899,4.1,0,1078.8,179.79999999999995,0,NKKL,Sponsored,5,5,Mid-High
"NKKL New Lint Remover Rechargeable /Fabric Shaver, Wool...",365,4.1,0,438.0,73.0,0,NKKL,Organic,1,5,Mid-Low
